1.000000000000000000e+00,1.266891891891891997e-01,4.684756584197924401e-01,1.297709923664122078e-01,5.115379817886990255e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.912162162162162143e-02,4.692737430167598367e-01,1.145038167938931400e-01,5.265061743794436921e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.912162162162162143e-02,4.692737430167598367e-01,1.068702290076335992e-01,5.368591742547087486e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.250000000000000000e-02,4.660814046288906942e-01,1.297709923664122078e-01,5.282524635150306347e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.756756756756757132e-02,4.652833200319234086e-01,1.374045801526717347e-01,5.177747287015093125e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.756756756756757132e-02,4.676775738228252099e-01,1.450381679389312894e-01,4.915803916677061736e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.756756756756757132e-02,4.676775738228252099e-01,1.297709923664122078e-01,5.064238493201946856e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.250000000000000000e-02,4.676775738228252099e-01,1.221374045801526947e-01,5.221404515404765023e-01,3.974562798092209914e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.418918918918918581e-02,4.676775738228252099e-01,1.221374045801526947e-01,5.082948733940376718e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.587837837837838550e-02,4.604948124501196949e-01,1.221374045801526947e-01,5.202694274666334051e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.250000000000000000e-02,4.636871508379888929e-01,1.221374045801526947e-01,5.474616440064862255e-01,3.974562798092209914e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.739130434782608647e-01,7.939189189189188589e-02,4.620909816440542106e-01,1.450381679389312894e-01,1.117625046775601871e-01,2.384737678855325949e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.956521739130434590e-01,7.770270270270270008e-02,4.660814046288906942e-01,1.603053435114503988e-01,3.658475739054509179e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.587837837837838550e-02,4.517158818834796641e-01,1.603053435114503988e-01,5.059249095671698448e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.601351351351350039e-02,4.628890662410216073e-01,1.526717557251908441e-01,5.033054758637894865e-01,2.384737678855325949e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.770270270270270008e-02,4.604948124501196949e-01,1.221374045801526947e-01,5.388549332668080005e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.756756756756757132e-02,4.636871508379888929e-01,1.450381679389312894e-01,5.092927529000873532e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.925675675675675713e-02,4.620909816440542106e-01,1.450381679389312894e-01,5.145316203068479588e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.925675675675675713e-02,4.620909816440542106e-01,3.053435114503819450e-02,5.031807409255333319e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.756756756756757132e-02,4.628890662410216073e-01,1.374045801526717347e-01,4.782337532742921837e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.756756756756757132e-02,4.644852354349561785e-01,1.450381679389312894e-01,5.268803791942122672e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.081081081081080725e-02,4.636871508379888929e-01,1.450381679389312894e-01,5.256330298116502764e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.263513513513512876e-02,4.628890662410216073e-01,1.374045801526717347e-01,5.517026319071972607e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.263513513513512876e-02,4.636871508379888929e-01,1.221374045801526947e-01,5.504552825246351588e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.587837837837838550e-02,4.660814046288906942e-01,1.450381679389312894e-01,5.076711987027566764e-01,3.179650238473767931e-01,0.000000000000000000e+00,0.000000000000000000e+00
